context awareness	cognitive radio	{'b97dc8552ba7d5cbdaa1bc6de5126ff7453c8c31': 2, 'cdc6472694d29cd2244a3332f14d3d8e46f95a21': 2}
context awareness	operating environment	{'b97dc8552ba7d5cbdaa1bc6de5126ff7453c8c31': 2, 'cdc6472694d29cd2244a3332f14d3d8e46f95a21': 2}
context awareness	reinforcement learning	{'b97dc8552ba7d5cbdaa1bc6de5126ff7453c8c31': 2, 'cdc6472694d29cd2244a3332f14d3d8e46f95a21': 2}
network congestion	cognitive radio	{'b97dc8552ba7d5cbdaa1bc6de5126ff7453c8c31': 2, 'cdc6472694d29cd2244a3332f14d3d8e46f95a21': 2}
network congestion	operating environment	{'b97dc8552ba7d5cbdaa1bc6de5126ff7453c8c31': 2, 'cdc6472694d29cd2244a3332f14d3d8e46f95a21': 2}
network congestion	reinforcement learning	{'b97dc8552ba7d5cbdaa1bc6de5126ff7453c8c31': 2, 'cdc6472694d29cd2244a3332f14d3d8e46f95a21': 2}
cognitive radio	operating environment	{'b97dc8552ba7d5cbdaa1bc6de5126ff7453c8c31': 2, 'cdc6472694d29cd2244a3332f14d3d8e46f95a21': 2}
operating environment	reinforcement learning	{'b97dc8552ba7d5cbdaa1bc6de5126ff7453c8c31': 2, 'cdc6472694d29cd2244a3332f14d3d8e46f95a21': 2}
multi-agent system	simulation	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
multi-agent system	interaction	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
channel capacity	simulation	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
channel capacity	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
simulation	interaction	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
interference (communication)	interaction	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
reinforcement learning	interaction	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
q-learning	interaction	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
analysis technique	neural networks	{'6815d26cf8d06fe99e2a14a60171dd60245715b8': 2}
cognitive radio	algorithm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
cognitive radio	overhead (computing)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
interference (communication)	overhead (computing)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
continuous optimization 	differential evolution 	{'8af9043ee292e267d6d88cdf55b3d9d1079663b6': 2, '8ebea7df2a170f3cdedd0bc1a8ff0a433a8b4ad9': 2}
lyapunov–krasovskii functional	linear matrix inequality	{'f2e71ea4db322850257baf17d3166f81616b96ab': 2, '3203e6c5b896f0003029bf7d94a1f683150fa4fb': 2}
genetic regulatory networks	linear matrix inequality	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '6651d04ab9ec7bd2804d8c5037476dbfb4a4372c': 2}
particle swarm optimization	algorithm	{'8b707a1fe1db031276f419c33e56b7ef4fe0cacf': 2}
data mining	algorithm	{'6db48787cefa77fe49373f2ac8bd1d3889070fd0': 2}
game theory	cognitive radio	{'ca3292c881d51585e4c56b236b5a6480736bdbb4': 2, '8ac8ebde9a6f9f984a2c50d469f6e8dbe2e017df': 2}
game theory	centralized computing	{'ca3292c881d51585e4c56b236b5a6480736bdbb4': 2, '8ac8ebde9a6f9f984a2c50d469f6e8dbe2e017df': 2}
cognitive radio	interaction	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
algorithm	machine learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
programming paradigm	machine learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
artificial neural network	time complexity	{'6fae52f496de3d8d3b1731c1234e993a3974c05a': 2}
artificial neural network	lyapunov functional	{'ceb8a29e77434e5348d9d50f25b3eafb21b2bd95': 2, '3203e6c5b896f0003029bf7d94a1f683150fa4fb': 2}
global exponential stability	linear matrix inequality	{'3203e6c5b896f0003029bf7d94a1f683150fa4fb': 2}
linear matrix inequality	lyapunov fractal	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2}
linear matrix inequality	lyapunov functional	{'ceb8a29e77434e5348d9d50f25b3eafb21b2bd95': 2, '3203e6c5b896f0003029bf7d94a1f683150fa4fb': 2, '622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
web search	context information	{'f5d18f06c109df0a877d79ed3c80a30a61dccd62': 2}
hoc network	opportunistically transmits	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
hoc network	exploiting underutilized channels	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
hoc network	gsm bands	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
hoc network	overlay cognitive ad	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
opportunistically transmits	exploiting underutilized channels	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
opportunistically transmits	gsm bands	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
opportunistically transmits	overlay cognitive ad	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
exploiting underutilized channels	gsm bands	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
exploiting underutilized channels	overlay cognitive ad	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
gsm bands	overlay cognitive ad	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
structure prediction problem	english sentence	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
structure prediction problem	implemented parser	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
structure prediction problem	semantic representation	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
structure prediction problem	semantic parsing	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
english sentence	implemented parser	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
english sentence	semantic representation	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
english sentence	semantic parsing	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
implemented parser	semantic representation	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
implemented parser	semantic parsing	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
semantic representation	semantic parsing	{'8a36d38da7eb71cad2bc1cafa83f0921e27d49cf': 2, 'f9074482803e5d77afc847831f8f56231acc91df': 2}
iterative method	coexist (image)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
iterative method	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
iterative method	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
efficiently share	diversity techniques	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
efficiently share	secondary terminals	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
efficiently share	cognitive radio networks	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
efficiently share	spectral resources	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
diversity techniques	secondary terminals	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
diversity techniques	cognitive radio networks	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
diversity techniques	spectral resources	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
secondary terminals	cognitive radio networks	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
secondary terminals	spectral resources	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
cognitive radio networks	spectral resources	{'b2a52dd3e4af90ff707f812b3e20dfa48ae41b60': 2, '04e2d0d1f3da54e88bc2f9edabbce76ff746e4d9': 2, '445f8d997d716213be2e4a1bfdeef5ae6ceb8758': 2}
make inferences	underlying application logic	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
make inferences	synergic use	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
make inferences	ontological framework	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
make inferences	semantic approach	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
make inferences	business scenario	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
make inferences	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
underlying application logic	synergic use	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
underlying application logic	ontological framework	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
underlying application logic	semantic approach	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
underlying application logic	business scenario	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
underlying application logic	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
synergic use	ontological framework	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
synergic use	semantic approach	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
synergic use	business scenario	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
synergic use	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
ontological framework	semantic approach	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
ontological framework	business scenario	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
ontological framework	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
semantic approach	business scenario	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
semantic approach	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
business scenario	based formalism	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2, 'c5bfa5fa499d47b9004f145bf2213a61b9619afd': 2}
genetic regulatory networks	multistability	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '6651d04ab9ec7bd2804d8c5037476dbfb4a4372c': 2}
multistability	linear matrix inequality	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '6651d04ab9ec7bd2804d8c5037476dbfb4a4372c': 2}
linear matrix inequality	systems biology	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2}
linear matrix inequality	gene regulatory network	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2}
systems biology	lyapunov fractal	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2}
systems biology	gene regulatory network	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2}
lyapunov fractal	gene regulatory network	{'d3afe3566a7c47dc157553ac27da43011c248b3b': 2}
multi-agent system	cognitive radio	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 4, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
multi-agent system	cognition	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
multi-agent system	overhead (computing)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
cognitive radio	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
cognitive radio	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2, '383fe7233e92cc4058502c3b839a7f412817b586': 2}
algorithm	cognition	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
whole earth 'lectronic link	cognition	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
programming paradigm	cognition	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
reinforcement learning	cognition	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
reinforcement learning	overhead (computing)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
overhead (computing)	q-learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 3}
algorithm	numerical analysis	{'4fe434ef63c8685ab13a7f5c2279c4af1b70f718': 2}
multi-agent system	stationary process	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
stationary process	interference (communication)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
stationary process	algorithm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
stationary process	whole earth 'lectronic link	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
stationary process	programming paradigm	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
stationary process	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
stationary process	rate of convergence	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
multi-agent system	real-time transcription	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
simulation	real-time transcription	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
simulation	overhead (computing)	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
cognitive radio	real-time transcription	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
interference (communication)	real-time transcription	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
real-time transcription	reinforcement learning	{'4f0247b98121170dd9048d2a1ca1b7e9f01c8286': 2}
